id,user,uid,version,changeset,timestamp
4820652,3yoda,632378,15,38088471,2016-03-26T19:08:13Z
5669077,NE2,207745,8,3404563,2009-12-19T01:51:40Z
5669320,calfarome,2511706,13,39668862,2016-05-30T16:01:21Z
5669636,wambag,326503,16,38825153,2016-04-24T04:48:21Z
5669829,robgeb,336460,4,34509271,2015-10-08T12:21:45Z
5669922,infinitesunrise,4434293,17,41811184,2016-08-30T20:49:22Z
5670010,headwatersolver,3521724,10,39039617,2016-05-02T14:16:36Z
5670077,wvdp,436419,7,41347198,2016-08-09T14:58:18Z
5670168,Gone,120468,4,3095472,2009-11-12T04:50:43Z
5670205,robgeb,336460,12,33950487,2015-09-11T09:08:08Z
5670402,wambag,326503,11,39029414,2016-05-02T04:15:09Z
5670498,ALE!,40023,5,35948124,2015-12-14T15:37:18Z
5670560,headwatersolver,3521724,8,39039617,2016-05-02T14:16:42Z
5670633,marek kleciak,338611,8,34586338,2015-10-12T11:08:45Z
5670703,wambag,326503,10,39009073,2016-05-01T02:56:49Z
5670778,JessAk71,381909,4,7911529,2011-04-19T22:05:08Z
5670836,RichRico,2219338,13,39542980,2016-05-24T19:38:40Z
5670909,SteveC,682,3,323613,2008-06-28T21:26:38Z
5670941,robgeb,336460,5,11405505,2012-04-24T13:53:18Z
5671111,ALE!,40023,13,40718777,2016-07-13T17:41:48Z
5671202,infinitesunrise,4434293,18,41900011,2016-09-04T03:48:30Z
5671326,headwatersolver,3521724,7,37318976,2016-02-19T21:43:20Z
5671413,chdr,165869,4,2756002,2009-10-05T23:44:27Z
5671538,lxbarth_nycbuildings,1764427,4,19265137,2013-12-04T02:18:49Z
5671615,Ryan Lacy,3007205,15,36224344,2015-12-28T17:04:06Z
5671717,wambag,326503,15,39009737,2016-05-01T04:15:23Z
5671920,emacsen_dwg,1782960,13,28305379,2015-01-21T12:37:20Z
5672040,ALE!,40023,10,40741514,2016-07-14T15:21:27Z
5672146,Komяpa,29320,7,39555568,2016-05-25T12:46:48Z
5672203,Eliyak,439046,9,11772076,2012-06-01T23:10:32Z
5672331,ddstarr,72169,9,31634848,2015-06-01T13:49:40Z
5672434,bot-mode,451693,8,14794505,2013-01-26T16:26:39Z
5672535,chdr,165869,3,2756318,2009-10-06T00:51:00Z
5672706,asaf@streetsmart,3412719,8,41976597,2016-09-07T11:00:11Z
5672899,riordan,334742,16,35816401,2015-12-07T21:42:30Z
5672971,wambag,326503,13,39029016,2016-05-02T03:14:25Z
5673038,Ryan Lacy,3007205,9,36224720,2015-12-28T17:18:10Z
5673093,infinitesunrise,4434293,11,41811184,2016-08-30T20:49:37Z
5673299,ChrisZontine,1376118,5,19442440,2013-12-14T00:40:52Z
5673452,pathym,689176,11,16584699,2013-06-17T06:08:54Z
5673610,wambag,326503,7,38825153,2016-04-24T03:40:02Z
5673707,chdr,165869,2,3940068,2010-02-21T23:36:05Z
5673761,grouper,369983,4,21629261,2014-04-11T15:34:36Z
5673859,Korzun,1424765,9,28150569,2015-01-14T23:38:22Z
5673903,andrewpmk,1679,9,33203956,2015-08-08T16:06:13Z
5674010,Komяpa,29320,9,41235686,2016-08-04T11:44:44Z
5674081,NE2,207745,5,3430041,2009-12-22T22:43:35Z
5674160,NE2,207745,5,13328691,2012-10-01T22:29:24Z
5674228,MxxCon,384667,4,16106755,2013-05-13T06:56:28Z
5674275,Jason Wray,643374,8,39826962,2016-06-05T23:14:08Z
5674328,NE2,207745,7,3430041,2009-12-22T21:34:17Z
5674390,MxxCon,384667,4,16381558,2013-06-01T18:41:02Z
5674457,Shompol,24396,6,10461675,2012-01-22T04:13:48Z
5674520,tymberry,2300163,7,25122314,2014-08-30T17:10:14Z
5674843,RichRico,2219338,3,39545773,2016-05-24T22:02:23Z
5674915,chdr,165869,2,2788274,2009-10-08T22:57:27Z
5674982,navimont,73269,5,13050891,2012-09-09T22:27:02Z
5675029,ingalls,305985,4,12150960,2012-07-08T14:59:16Z
5675089,ingalls,305985,3,19476139,2013-12-16T04:52:04Z
5675169,Korzun,1424765,5,24444751,2014-07-30T14:50:27Z
5675253,ingalls,305985,5,20577055,2014-02-15T14:23:34Z
5675314,chdr,165869,2,3920441,2010-02-20T04:00:04Z
5675397,Jason Wray,643374,11,40327552,2016-06-27T18:32:57Z
5675447,theotherpaul,227415,4,7279445,2011-02-13T19:30:39Z
5675532,ingalls,305985,3,20256283,2014-01-28T23:09:15Z
5675612,Komяpa,29320,9,41235686,2016-08-04T11:44:43Z
5675769,ddstarr,72169,8,31475124,2015-05-26T14:52:21Z
5675844,KristenK,1494110,3,21788885,2014-04-19T01:48:41Z
5675904,watame,1380816,3,16255415,2013-05-23T17:26:45Z
5675980,Jason Wray,643374,5,35522786,2015-11-23T05:04:04Z
5676043,pathym,689176,7,16677811,2013-06-24T01:40:43Z
5676091,Xoan Manuel,840447,6,16149291,2013-05-16T08:24:50Z
5676155,NE2,207745,3,3439822,2009-12-24T04:35:25Z
5676243,ingalls,305985,3,13447602,2012-10-10T21:51:08Z
5676277,ediyes,1240849,7,32639454,2015-07-14T21:51:05Z
5676321,chdr,165869,3,3928709,2010-02-20T23:15:00Z
5676353,pathym,689176,5,16677811,2013-06-24T01:40:41Z
5676422,ingalls,305985,5,19476367,2013-12-16T05:26:03Z
5676463,mdk,178186,6,25991012,2014-10-10T20:26:08Z
5676490,chdr,165869,2,3940068,2010-02-22T00:20:42Z
5676522,lxbarth,589596,6,20820212,2014-02-28T02:27:11Z
5676563,chdr,165869,2,3958790,2010-02-23T22:46:19Z
5676626,RichRico,2219338,4,39545773,2016-05-24T22:02:20Z
5676684,bot-mode,451693,4,14794505,2013-01-26T16:27:23Z
5676714,RichRico,2219338,9,25010599,2014-08-25T18:16:13Z
5676776,RussNelson,3962,3,7479754,2011-03-06T23:19:02Z
5676795,chdr,165869,2,3958790,2010-02-23T23:04:58Z
5676833,infinitesunrise,4434293,10,41912050,2016-09-04T17:00:07Z
5676869,chdr,165869,2,3940068,2010-02-22T00:24:26Z
5676906,ingalls,305985,5,13481306,2012-10-13T16:41:55Z
5676920,chdr,165869,2,3431499,2009-12-23T02:55:52Z
5676952,Rub21,510836,8,20897315,2014-03-03T20:49:47Z
5677007,karitotp,2748195,12,39537350,2016-05-24T16:18:00Z
5677049,chdr,165869,2,3437618,2009-12-23T20:59:17Z
5677079,Dami_Tn,2012449,4,21785855,2014-04-19T00:09:03Z
5677137,chdr,165869,2,3948519,2010-02-22T23:47:04Z
5677160,sbook,345833,4,16504383,2013-06-11T02:46:53Z
5677185,chdr,165869,2,2799308,2009-10-10T01:52:02Z
5677210,KristenK,1494110,3,21788047,2014-04-19T00:49:56Z
5677237,MxxCon,384667,6,16844502,2013-07-06T05:57:14Z
5677273,chdr,165869,2,3958790,2010-02-23T22:19:02Z
5677301,Dami_Tn,2012449,3,21786832,2014-04-19T00:24:45Z
5677323,chdr,165869,2,3948519,2010-02-22T23:40:34Z
5677365,will l,35195,3,7970014,2011-04-25T23:34:48Z
5677394,Dami_Tn,2012449,4,21786832,2014-04-19T00:24:45Z
5677426,ingalls,305985,3,19476139,2013-12-16T04:52:05Z
5677454,Rub21_nycbuildings,1781294,11,19133768,2013-11-26T20:33:16Z
5677479,KristenK,1494110,4,21844588,2014-04-21T18:14:14Z
5677515,ebrelsford_nycbuildings,1764514,4,31519657,2015-05-28T02:44:52Z
5677529,Jason Wray,643374,16,39807199,2016-06-05T00:25:38Z
5677559,NE2,207745,3,3439822,2009-12-24T04:02:38Z
5677585,navimont,73269,6,13050891,2012-09-09T22:27:01Z
5677602,theotherpaul,227415,3,7280020,2011-02-13T20:25:11Z
5677623,chdr,165869,2,3439257,2009-12-24T00:49:13Z
5677666,NE2,207745,3,3439822,2009-12-24T04:02:39Z
5677692,chdr,165869,2,3928709,2010-02-20T23:28:03Z
5677729,MxxCon,384667,3,16381565,2013-06-01T18:41:50Z
5677764,infinitesunrise,4434293,12,41794996,2016-08-30T07:35:55Z
5677792,chdr,165869,3,3437618,2009-12-23T21:07:13Z
5677820,AlaskaDave,473104,3,30979340,2015-05-11T00:56:14Z
5677852,Rub21_nycbuildings,1781294,4,19275438,2013-12-04T17:33:00Z
5677892,chdr,165869,2,2799308,2009-10-10T02:01:02Z
5677926,chdr,165869,4,3437618,2009-12-23T20:51:29Z
5677950,infinitesunrise,4434293,9,41912050,2016-09-04T17:00:12Z
5677982,NE2,207745,3,3424500,2009-12-22T02:20:10Z
5678022,Jason Wray,643374,11,40975964,2016-07-23T17:18:51Z
5678042,DaveHansenTiger,7168,1,342243,2007-09-06T00:22:37Z
5678082,KristenK,1494110,6,21846053,2014-04-21T19:07:22Z
5678129,ingalls_nycbuildings,1812841,4,19035663,2013-11-21T14:13:20Z
5678154,chdr,165869,2,3940068,2010-02-22T00:14:07Z
5678173,karitotp,2748195,3,39565790,2016-05-25T20:01:48Z
5678197,watame,1380816,3,16322733,2013-05-28T11:53:14Z
5678218,Dami_Tn,2012449,3,21787953,2014-04-19T00:46:14Z
5678232,Xoan Manuel,840447,10,16151755,2013-05-16T11:50:55Z
5678244,bot-mode,451693,6,14794505,2013-01-26T16:27:39Z
5678259,ingalls,305985,12,19361447,2013-12-09T16:14:55Z
5678277,Jason Wray,643374,5,32960024,2015-07-29T15:53:33Z
5678306,Xoan Manuel,840447,3,16164822,2013-05-17T10:09:27Z
5678357,Xoan Manuel,840447,4,16204397,2013-05-20T08:38:16Z
5678380,Dami_Tn,2012449,3,21778140,2014-04-18T21:34:50Z
5678409,KristenK,1494110,6,21774004,2014-04-18T18:16:48Z
5678454,KristenK,1494110,4,21846838,2014-04-21T19:31:25Z
5678499,Korzun,1424765,8,29907177,2015-04-01T15:16:08Z
5678516,Jason Wray,643374,4,39806827,2016-06-04T23:25:33Z
5678545,Anton's Croutons,1430265,8,16036859,2013-05-08T19:44:02Z
5678570,chdr,165869,2,3920441,2010-02-20T04:28:03Z
5678588,Korzun,1424765,5,24444751,2014-07-30T14:50:25Z
5678598,bbmiller,451048,3,21732058,2014-04-16T15:26:49Z
5678613,MCM7,2421207,6,37441249,2016-02-25T17:21:01Z
5678639,DanX,321862,9,32474279,2015-07-07T15:14:34Z
5678667,ediyes,1240849,5,22373219,2014-05-16T14:55:47Z
5678719,ebrelsford,19239,3,18611224,2013-10-30T02:58:44Z
5678753,chdr,165869,2,3439257,2009-12-24T00:38:56Z
5678784,infinitesunrise,4434293,11,41909030,2016-09-04T14:35:47Z
5678819,chdr,165869,3,2799308,2009-10-10T02:22:43Z
5678873,Jason Wray,643374,6,33401053,2015-08-17T20:12:26Z
5678896,Dami_Tn,2012449,3,21788300,2014-04-19T01:01:55Z
5678927,chdr,165869,3,3437618,2009-12-23T20:46:48Z
5678951,ingalls,305985,4,20577055,2014-02-15T14:23:36Z
5678975,bot-mode,451693,3,14794505,2013-01-26T16:27:46Z
5679011,lxbarth,589596,5,20783384,2014-02-26T03:06:12Z
5679047,NE2,207745,6,5257706,2010-07-19T05:52:10Z
5679084,MxxCon,384667,4,16382902,2013-06-01T20:23:46Z
5679110,abel801,2377377,4,32698092,2015-07-17T13:42:39Z
5679138,KristenK,1494110,5,21844061,2014-04-21T17:52:10Z
5679171,noallison,3339194,10,34956060,2015-10-29T18:38:26Z
5679232,chdr,165869,2,3439257,2009-12-24T00:42:04Z
5679250,chdr,165869,2,3431499,2009-12-23T02:02:08Z
5679279,chdr,165869,4,3948519,2010-02-22T23:39:44Z
5679336,darkfloyd7,252606,3,4263624,2010-03-29T03:26:27Z
5679390,NE2,207745,4,3431708,2009-12-23T02:05:09Z
5679411,NE2,207745,4,3424500,2009-12-22T02:20:50Z
5679441,lxbarth_nycbuildings,1764427,10,19102127,2013-11-25T00:41:18Z
5679455,chdr,165869,2,2799308,2009-10-10T01:52:19Z
5679468,pathym,689176,4,16663008,2013-06-22T23:57:05Z
5679487,pathym,689176,5,16676732,2013-06-23T22:03:26Z
5679510,NE2,207745,2,3424751,2009-12-22T04:45:23Z
5679548,KristenK,1494110,3,21849299,2014-04-21T20:55:00Z
5679581,pathym,689176,6,16676732,2013-06-23T22:03:39Z
5679599,Xoan Manuel,840447,5,16203747,2013-05-20T07:31:59Z
5679613,KristenK,1494110,5,21850800,2014-04-21T22:10:05Z
5679660,watame,1380816,3,15929234,2013-05-01T06:19:28Z
5679682,KristenK,1494110,4,21846308,2014-04-21T19:15:47Z
5679704,ingalls,305985,4,19369561,2013-12-10T01:26:08Z
5679723,chdr,165869,2,3928709,2010-02-20T23:20:40Z
5679744,infinitesunrise,4434293,7,41794996,2016-08-30T07:35:55Z
5679759,ceyockey,146680,3,3515670,2010-01-02T03:57:21Z
5679788,KristenK,1494110,3,21845346,2014-04-21T18:41:58Z
5679811,chdr,165869,2,3958790,2010-02-23T23:06:23Z
5679837,Nicolas Love,2359041,7,31084654,2015-05-13T07:04:14Z
5679867,bot-mode,451693,4,14794505,2013-01-26T16:27:54Z
5679898,ingalls,305985,3,13124867,2012-09-15T23:53:45Z
5679925,NE2,207745,3,13328691,2012-10-01T22:28:21Z
5679946,Rub21,510836,4,13777316,2012-11-06T19:11:37Z
5679981,MxxCon,384667,5,16844351,2013-07-06T05:25:55Z
5680016,chdr,165869,2,3920441,2010-02-20T04:11:22Z
5680036,chdr,165869,3,3958790,2010-02-23T22:48:35Z
5680061,KristenK,1494110,3,21844061,2014-04-21T17:52:10Z
5680116,pathym,689176,5,16677811,2013-06-24T01:41:02Z
5680128,Xoan Manuel,840447,5,16152326,2013-05-16T12:27:59Z
5680141,ingalls,305985,8,20576870,2014-02-15T14:15:16Z
5680174,lxbarth,589596,5,20783384,2014-02-26T03:06:21Z
5680191,afdreher,1110270,5,28611113,2015-02-04T13:53:02Z
5680212,ediyes_nycbuildings,1815736,6,19129710,2013-11-26T16:39:25Z
5680237,chdr,165869,3,3928709,2010-02-20T23:06:30Z
5680267,chdr,165869,2,2788274,2009-10-08T23:05:14Z
5680324,Xoan Manuel,840447,11,16027886,2013-05-08T11:50:17Z
5680343,pathym,689176,4,16677811,2013-06-24T01:40:56Z
5680401,SP!KE,521684,3,21612574,2014-04-10T18:22:12Z
5680413,Jason Wray,643374,6,34562721,2015-10-11T05:59:13Z
5680429,bot-mode,451693,3,14794505,2013-01-26T16:28:02Z
5680450,Gael Hameon,3636245,4,39673819,2016-05-30T19:48:37Z
5680477,chdr,165869,4,3437618,2009-12-23T20:57:35Z
5680495,KristenK,1494110,7,17095845,2013-07-25T23:53:00Z
5680523,Xoan Manuel,840447,3,16148836,2013-05-16T07:38:01Z
5680546,KristenK,1494110,5,21783443,2014-04-18T23:31:03Z
5680579,Nicolas Love,2359041,5,31071854,2015-05-13T02:28:17Z
5680613,bot-mode,451693,4,14794505,2013-01-26T16:28:06Z
5680634,YamaOfParadise,1851008,7,24450594,2014-07-30T19:32:44Z
5680658,Steve,1,3,21594606,2014-04-09T19:00:13Z
5680695,bot-mode,451693,3,14794505,2013-01-26T16:28:07Z
5680731,KristenK,1494110,3,21845561,2014-04-21T18:49:34Z
5680753,ingalls,305985,6,13481865,2012-10-13T17:22:09Z
5680787,afdreher,1110270,6,28611113,2015-02-04T13:53:02Z
5680814,MxxCon,384667,9,16868999,2013-07-08T06:34:27Z
5680836,bot-mode,451693,2,14794505,2013-01-26T16:28:10Z
5680846,watame,1380816,4,16241521,2013-05-22T18:04:10Z
5680858,chdr,165869,2,3431499,2009-12-23T02:06:12Z
5680869,KristenK,1494110,3,21850800,2014-04-21T22:10:06Z
5680881,Xoan Manuel,840447,3,15928792,2013-05-01T06:15:20Z
5680896,stangoodman,224610,4,22054729,2014-04-30T23:59:49Z
5680909,chdr,165869,2,3940068,2010-02-22T00:05:23Z
5680922,watame,1380816,3,15877128,2013-04-26T21:04:26Z
5680936,chdr,165869,3,3920441,2010-02-20T04:00:33Z
5680951,chdr,165869,2,3920441,2010-02-20T04:18:07Z
5680966,Dami_Tn,2012449,5,21790625,2014-04-19T05:40:41Z
5680983,chdr,165869,3,3431499,2009-12-23T02:02:51Z
5680995,chdr,165869,2,3958790,2010-02-23T22:07:33Z
5681019,NE2,207745,5,5257706,2010-07-19T05:54:44Z
5681041,chdr,165869,2,3928709,2010-02-20T23:41:26Z
5681060,watame,1380816,5,16353083,2013-05-30T15:14:51Z
5681080,ingalls,305985,3,13478679,2012-10-13T12:58:28Z
5681097,Xoan Manuel,840447,6,16149981,2013-05-16T09:03:19Z
5681132,chdr,165869,2,3439257,2009-12-24T00:41:02Z
5681159,ingalls,305985,3,13445162,2012-10-10T18:47:59Z
5681176,afdreher,1110270,6,28611608,2015-02-04T14:22:39Z
5681199,ebrelsford,19239,5,32082140,2015-06-19T19:12:00Z
5681230,ingalls,305985,5,20576870,2014-02-15T14:15:16Z
5681250,Shompol,24396,3,10421018,2012-01-17T19:52:42Z
5681266,claysmalley,119881,18,35207624,2015-11-10T05:47:48Z
5681279,Jason Wray,643374,6,32959955,2015-07-29T15:50:13Z
5681304,NE2,207745,6,3431817,2009-12-23T03:14:07Z
5681337,afdreher,1110270,5,28611113,2015-02-04T13:53:02Z
5681367,infinitesunrise,4434293,10,41920614,2016-09-05T04:39:45Z
5681393,Nicolas Love,2359041,6,31082784,2015-05-13T06:37:22Z
5681436,ingalls,305985,3,13177764,2012-09-20T01:12:14Z
5681479,DaveHansenTiger,7168,1,342243,2007-09-06T01:19:46Z
5681523,Nicolas Love,2359041,11,30861016,2015-05-07T04:57:34Z
5681550,Shompol,24396,6,10461675,2012-01-22T04:13:42Z
5681565,ingalls,305985,5,12944670,2012-09-01T17:08:24Z
5681581,MxxCon,384667,6,16382902,2013-06-01T20:23:47Z
5681595,ingalls,305985,4,14637581,2013-01-13T17:19:47Z
5681619,DaveHansenTiger,7168,1,342243,2007-09-06T01:21:38Z
5681660,KristenK,1494110,4,21778656,2014-04-18T22:02:07Z
5681681,zeromap,599436,7,30978938,2015-05-11T00:11:43Z
5681711,ingalls,305985,2,13130173,2012-09-16T12:57:39Z
5681756,ingalls,305985,2,13130173,2012-09-16T12:57:39Z
5681788,bot-mode,451693,4,15783691,2013-04-19T11:22:27Z
5681808,chdr,165869,4,2799308,2009-10-10T02:22:18Z
5681829,PlaneMad,1306,6,29050066,2015-02-23T17:55:52Z
5681850,watame,1380816,3,16322733,2013-05-28T11:53:13Z
5681869,Jason Wray,643374,7,34563252,2015-10-11T06:54:21Z
5681885,LizBarry,220395,4,15265358,2013-03-06T01:09:56Z
5681903,karitotp,2748195,12,39585431,2016-05-26T16:34:30Z
5681936,piligab,3877019,9,40927728,2016-07-21T17:36:43Z
5681954,Nicolas Love,2359041,8,31089802,2015-05-13T08:54:09Z
5681974,KristenK,1494110,5,21788047,2014-04-19T00:50:00Z
5681997,infinitesunrise,4434293,10,41920614,2016-09-05T04:40:04Z
5682020,infinitesunrise,4434293,11,41912050,2016-09-04T17:00:11Z
5682051,Luis36995,1829683,11,39539303,2016-05-24T17:34:02Z
5682078,pathym,689176,4,16663008,2013-06-22T23:56:53Z
5682101,calfarome,2511706,4,32760157,2015-07-20T18:20:02Z
5682122,chdr,165869,2,3920441,2010-02-20T03:52:49Z
5682145,ddstarr,72169,4,37027484,2016-02-05T20:06:21Z
5682184,pathym,689176,8,16677811,2013-06-24T01:41:08Z
5682212,KristenK,1494110,4,21788885,2014-04-19T01:48:43Z
5699820,JaLooNz,741163,4,14477181,2012-12-31T13:17:22Z
5699871,Xoan Manuel,840447,3,16508634,2013-06-11T12:37:17Z
5699905,ChrisZontine,1376118,5,21427732,2014-03-31T20:20:49Z
5700128,infinitesunrise,4434293,6,41942029,2016-09-05T21:39:03Z
5700214,Roadrunner21,330773,5,11190721,2012-04-05T15:30:10Z
5700328,bot-mode,451693,3,15783691,2013-04-19T11:23:16Z
5700520,BlaueBlüte,238370,3,25299253,2014-09-08T04:00:33Z
5700696,NE2,207745,7,5020409,2010-06-19T00:07:50Z
5700896,DaveHansenTiger,7168,1,344404,2007-09-06T05:20:28Z
5701022,DaveHansenTiger,7168,1,344404,2007-09-06T05:21:48Z
5701105,Dami_Tn,2012449,3,21760227,2014-04-17T23:47:50Z
5701140,chdr,165869,2,4037501,2010-03-04T23:56:50Z
5701233,bot-mode,451693,4,15783691,2013-04-19T11:23:19Z
5701301,andrzej85,615738,7,12146145,2012-07-08T05:41:27Z
5701317,matthieun,595221,3,21782123,2014-04-18T23:10:48Z
5701342,ingalls,305985,4,20522725,2014-02-12T13:50:10Z
5701449,ddstarr,72169,6,31482496,2015-05-26T18:21:47Z
5701464,dannykath,2226712,7,42175332,2016-09-15T14:49:09Z
5701587,Xoan Manuel,840447,5,15981978,2013-05-05T09:39:43Z
5701652,Dami_Tn,2012449,3,21760466,2014-04-18T00:21:49Z
5701701,ediyes,1240849,5,22570753,2014-05-26T20:16:42Z
5701766,chdr,165869,2,4129945,2010-03-14T21:49:05Z
5701895,chdr,165869,4,4111103,2010-03-13T01:26:35Z
5701957,Xoan Manuel,840447,3,15664128,2013-04-09T10:00:29Z
5702059,BlaueBlüte,238370,4,42090813,2016-09-12T03:16:11Z
5702097,flierfy,445671,14,30411468,2015-04-22T18:22:44Z
5702240,karitotp,2748195,12,39609465,2016-05-27T17:32:13Z
5702342,chdr,165869,2,3437618,2009-12-23T21:14:31Z
5702411,chdr,165869,2,3990384,2010-02-27T17:26:01Z
5702437,chdr,165869,2,4117697,2010-03-13T18:42:25Z
5702508,chdr,165869,2,4129945,2010-03-14T21:53:25Z
5702636,Nicolas Love,2359041,5,28119353,2015-01-13T19:11:30Z
5702799,JaLooNz,741163,4,14477181,2012-12-31T13:17:16Z
5702909,ediyes,1240849,4,22493118,2014-05-22T20:15:46Z
5703039,bot-mode,451693,3,15783691,2013-04-19T11:23:32Z
5703073,NE2,207745,2,3420293,2009-12-21T14:13:32Z
5703115,YamaOfParadise,1851008,8,23996605,2014-07-07T04:23:54Z
5703253,chdr,165869,2,4111103,2010-03-13T01:06:10Z
5703322,andrzej85,615738,3,11835431,2012-06-08T13:51:27Z
5703376,KristenK,1494110,3,21876264,2014-04-23T01:07:01Z
5703414,JaLooNz,741163,4,14477181,2012-12-31T13:16:17Z
5703453,chdr,165869,2,4111103,2010-03-13T01:08:26Z
5703489,andrzej85,615738,3,11835431,2012-06-08T13:51:29Z
5703578,ediyes,1240849,4,22489315,2014-05-22T16:37:39Z
5703634,andrzej85,615738,3,11835431,2012-06-08T13:51:31Z
5703714,ebrelsford_nycbuildings,1764514,3,31683091,2015-06-03T05:46:24Z
5703800,Roadrunner21,330773,3,11178793,2012-04-04T17:00:38Z
5703817,SP!KE,521684,3,21564621,2014-04-08T05:35:38Z
5703904,Xoan Manuel,840447,4,15927851,2013-05-01T01:15:30Z
5704053,chdr,165869,3,3990384,2010-02-27T17:14:32Z
5704089,Arcadium,2060536,4,28537549,2015-02-01T04:41:10Z
5704234,KristenK,1494110,4,21876521,2014-04-23T01:51:11Z
5704265,ingalls,305985,2,20287435,2014-01-30T18:00:32Z
5704312,Dami_Tn,2012449,3,21852595,2014-04-22T00:47:27Z
5704324,KristenK,1494110,3,21876521,2014-04-23T01:51:12Z
5704413,ChrisZontine,1376118,4,21850765,2014-04-21T22:07:26Z
5704469,Arcadium,2060536,5,28537549,2015-02-01T04:41:03Z
5704503,SP!KE,521684,3,21599516,2014-04-10T03:50:38Z
5704549,chdr,165869,2,4037501,2010-03-04T23:49:38Z
5704601,Arcadium,2060536,5,28537549,2015-02-01T04:40:56Z
5704650,chdr,165869,2,4180921,2010-03-20T15:34:48Z
5704700,Dami_Tn,2012449,4,21912453,2014-04-24T16:57:13Z
5704736,Nicolas Love,2359041,5,27289296,2014-12-06T12:55:48Z
5704772,Seandebasti,550560,7,32463241,2015-07-07T05:11:32Z
5704830,bot-mode,451693,4,15783691,2013-04-19T11:23:54Z
5704905,BlaueBlüte,238370,4,25299253,2014-09-08T04:00:33Z
5704991,rickmastfan67,252811,3,21810377,2014-04-20T06:27:43Z
5705092,Arcadium,2060536,4,28537549,2015-02-01T04:41:06Z
5705179,Roadrunner21,330773,4,11178793,2012-04-04T17:01:01Z
5705297,Roadrunner21,330773,4,11190721,2012-04-05T15:28:34Z
5705342,andrzej85,615738,3,12518590,2012-07-28T03:02:12Z
5705395,SP!KE,521684,3,21615960,2014-04-10T21:30:04Z
5705523,chdr,165869,2,4447367,2010-04-17T13:20:58Z
5705622,KristenK,1494110,7,21752830,2014-04-17T16:52:39Z
5705647,chdr,165869,2,4180921,2010-03-20T15:37:34Z
5705701,infinitesunrise,4434293,4,41920614,2016-09-05T04:39:41Z
5705772,KristenK,1494110,4,21898102,2014-04-23T23:53:46Z
5705819,chdr,165869,2,3990586,2010-02-27T17:32:34Z
5705943,Dami_Tn,2012449,3,21894654,2014-04-23T20:08:05Z
5705988,ingalls,305985,4,14661076,2013-01-15T13:54:54Z
5706022,ediyes,1240849,4,22493727,2014-05-22T20:51:12Z
5706053,Luis36995,1829683,18,39590466,2016-05-26T20:38:09Z
5706213,JaLooNz,741163,3,14477181,2012-12-31T13:16:49Z
5706284,Nicolas Love,2359041,4,27172310,2014-12-02T06:39:23Z
5706413,NE2,207745,13,13317218,2012-10-01T02:31:26Z
5706514,SP!KE,521684,3,21616338,2014-04-10T21:52:14Z
5706605,SP!KE,521684,3,21564799,2014-04-08T05:56:48Z
5706718,bot-mode,451693,3,15783691,2013-04-19T11:24:16Z
5706741,KristenK,1494110,3,21898102,2014-04-23T23:53:48Z
5706808,Luis36995,1829683,12,39513757,2016-05-23T16:42:13Z
5706846,chdr,165869,2,4037501,2010-03-05T00:02:34Z
5706923,bot-mode,451693,3,15783691,2013-04-19T11:24:18Z
5706987,chdr,165869,2,4037501,2010-03-04T23:46:11Z
5707059,ChrisZontine,1376118,3,21427732,2014-03-31T20:20:51Z
5707082,ingalls,305985,6,18781685,2013-11-08T13:05:01Z
5707116,chdr,165869,2,4037501,2010-03-05T00:04:47Z
5707217,ingalls_nycbuildings,1812841,5,19323705,2013-12-07T14:44:12Z
5707300,JaLooNz,741163,6,14477181,2012-12-31T13:16:48Z
5707360,ingalls,305985,5,14648220,2013-01-14T13:42:41Z
5707380,chdr,165869,2,4037501,2010-03-05T00:05:03Z
5707463,ChrisZontine,1376118,5,21866222,2014-04-22T16:21:33Z
5707515,Dami_Tn,2012449,6,21913059,2014-04-24T17:28:37Z
5707627,chdr,165869,2,4117697,2010-03-13T18:51:07Z
5707655,MCM7,2421207,4,34803376,2015-10-22T16:54:54Z
5707732,YamaOfParadise,1851008,3,24450594,2014-07-30T19:32:46Z
5707767,chdr,165869,3,3431499,2009-12-23T02:13:48Z
5707819,ingalls,305985,3,14651302,2013-01-14T18:01:29Z
5707881,ingalls,305985,4,14651240,2013-01-14T17:56:23Z
5707910,YamaOfParadise,1851008,3,23988526,2014-07-06T17:32:20Z
5707966,eugenebata,624003,5,29045618,2015-02-23T14:23:43Z
5708106,libnatel,938088,3,13434851,2012-10-09T23:59:37Z
5708175,ingalls,305985,5,14648220,2013-01-14T13:42:41Z
5708225,samesclavon,2381680,3,25905526,2014-10-06T20:33:47Z
5708251,Roadrunner21,330773,4,11178793,2012-04-04T17:00:46Z
5708306,chdr,165869,2,4180921,2010-03-20T15:33:26Z
5708414,chdr,165869,2,4537306,2010-04-27T00:27:57Z
5708486,Roadrunner21,330773,4,11178793,2012-04-04T17:00:48Z
5708583,chdr,165869,2,4117697,2010-03-13T18:53:37Z
5708715,SP!KE,521684,3,21616768,2014-04-10T22:23:11Z
5708862,ingalls_nycbuildings,1812841,3,19323365,2013-12-07T14:21:43Z
5708911,andrzej85,615738,3,11835431,2012-06-08T13:51:17Z
5708928,chdr,165869,4,3990384,2010-02-27T17:12:11Z
5708975,ChrisZontine,1376118,5,21851356,2014-04-21T22:51:04Z
